station,valid,lat,lon,elevation,tmpf,dwpf,relh,drct,sknt,feel
LBL,2018-10-28T18:00:00.000000,37.0442,-100.9599,879.0,58.666668,34.15,41.513332,101.666664,7.6666665,58.666668
3K3,2018-10-17T18:00:00.000000,37.9917,-101.7463,1005.7,55.9,36.6,51.56889,139.44444,5.6666665,55.531113
19S,2019-12-06T00:00:00.000000,37.4969,-100.8329,892.57,49.055557,33.844444,56.261665,255.0,15.611111,45.318333
3K3,2020-07-08T00:00:00.000000,37.9917,-101.7463,1005.7,90.5,56.0,31.462223,151.66667,15.5,89.05
3K3,2020-10-29T12:00:00.000000,37.9917,-101.7463,1005.7,32.7,30.0,89.73278,313.33334,6.9444447,26.166666
19S,2020-07-28T18:00:00.000000,37.4969,-100.8329,892.57,74.9,70.594444,86.73778,50.555557,6.5,74.888885
EHA,2018-06-18T06:00:00.000000,37.0008,-101.88,1099.0,71.87778,67.44444,86.138336,177.22223,14.166667,72.18611
JHN,2018-07-04T06:00:00.000000,37.5782,-101.7304,1012.71,77.81111,57.105556,49.125557,150.0,13.722222,77.80222
JHN,2020-03-21T18:00:00.000000,37.5782,-101.7304,1012.71,46.988888,34.88889,63.449444,176.11111,14.333333,41.74222
JHN,2020-12-22T06:00:00.000000,37.5782,-101.7304,1012.71,38.066666,32.805557,81.26667,197.22223,9.944445,30.712778
EHA,2019-12-11T00:00:00.000000,37.0008,-101.88,1099.0,41.544445,20.933332,45.892776,186.66667,10.888889,36.59611
3K3,2019-12-10T00:00:00.000000,37.9917,-101.7463,1005.7,32.1,11.3,43.107224,105.0,5.611111,27.35
EHA,2019-12-07T12:00:00.000000,37.0008,-101.88,1099.0,31.477777,30.63889,96.65,214.44444,8.222222,23.375
LBL,2018-05-12T06:00:00.000000,37.0442,-100.9599,879.0,76.5,53.666668,45.478333,175.0,22.5,76.48333
LBL,2020-08-27T12:00:00.000000,37.0442,-100.9599,879.0,66.5,61.666668,84.933334,178.33333,9.666667,66.45
GCK,2020-05-30T18:00:00.000000,37.9275,-100.7244,881.0,85.833336,49.166668,28.785,195.0,22.5,83.621666
GCK,2020-07-13T00:00:00.000000,37.9275,-100.7244,881.0,91.666664,64.0,40.286667,150.0,14.0,93.355
19S,2019-03-20T18:00:00.000000,37.4969,-100.8329,892.57,51.711113,24.866667,39.27,299.44446,12.833333,49.363888
3K3,2018-10-22T00:00:00.000000,37.9917,-101.7463,1005.7,69.7,41.9,38.535,177.77777,8.222222,68.92778
LBL,2019-08-24T12:00:00.000000,37.0442,-100.9599,879.0,64.2,61.775,92.26375,123.75,4.75,64.2
LBL,2019-04-03T12:00:00.000000,37.0442,-100.9599,879.0,44.17143,36.2,73.51714,142.85715,8.0,39.201427
GCK,2020-06-17T06:00:00.000000,37.9275,-100.7244,881.0,76.8,56.4,49.74,162.0,17.4,76.726
GCK,2018-11-26T00:00:00.000000,37.9275,-100.7244,881.0,29.171429,23.757143,80.22143,340.0,17.714285,17.098572
LBL,2018-03-20T18:00:00.000000,37.0442,-100.9599,879.0,49.166668,26.333334,44.21,268.33334,7.6666665,46.905
LBL,2018-10-22T00:00:00.000000,37.0442,-100.9599,879.0,65.166664,37.666668,37.053333,195.0,15.0,64.31834
19S,2018-11-19T18:00:00.000000,37.4969,-100.8329,892.57,42.983334,23.061111,47.839443,259.44446,10.833333,37.517776
3K3,2020-01-06T00:00:00.000000,37.9917,-101.7463,1005.7,39.2,15.2,39.48722,104.44444,7.388889,33.340557
HQG,2019-05-04T12:00:00.000000,37.1631,-101.3705,956.52,52.127777,50.872223,95.585,200.0,5.111111,51.81222
JHN,2020-09-11T18:00:00.000000,37.5782,-101.7304,1012.71,60.766666,50.494446,70.51222,172.77777,6.2777777,60.629444
LBL,2019-08-03T00:00:00.000000,37.0442,-100.9599,879.0,91.666664,64.666664,41.168335,48.333332,6.6666665,93.72
JHN,2020-12-22T18:00:00.000000,37.5782,-101.7304,1012.71,48.56111,35.627777,62.51611,190.55556,11.333333,45.226112
HQG,2018-10-25T06:00:00.000000,37.1631,-101.3705,956.52,43.266666,42.883335,98.64889,101.666664,3.3888888,40.879444
19S,2018-09-11T18:00:00.000000,37.4969,-100.8329,892.57,79.005554,62.305557,57.944443,178.88889,14.777778,79.50889
19S,2019-08-30T12:00:00.000000,37.4969,-100.8329,892.57,69.87222,65.28333,85.79222,109.44444,8.444445,69.861115
JHN,2019-03-26T18:00:00.000000,37.5782,-101.7304,1012.71,56.016666,43.86111,63.947224,192.22223,17.833334,55.73111
JHN,2020-11-08T18:00:00.000000,37.5782,-101.7304,1012.71,66.87778,49.605556,57.360554,190.0,20.555555,66.87222
GCK,2020-03-24T18:00:00.000000,37.9275,-100.7244,881.0,53.26,45.26,78.498,275.55554,9.8,50.516
LBL,2019-09-12T06:00:00.000000,37.0442,-100.9599,879.0,76.166664,64.333336,67.26833,185.0,14.666667,76.15
19S,2019-07-27T18:00:00.000000,37.4969,-100.8329,892.57,84.833336,58.016666,40.69389,180.55556,11.777778,84.255
HQG,2019-12-02T18:00:00.000000,37.1631,-101.3705,956.52,40.27222,25.822222,57.449444,193.33333,11.555555,33.416668
HQG,2018-04-21T18:00:00.000000,37.1631,-101.3705,956.52,35.994446,32.5,87.29611,25.555555,11.111111,27.568333
3K3,2018-09-21T06:00:00.000000,37.9917,-101.7463,1005.7,61.3,60.7,97.93889,39.444443,4.1666665,61.3
19S,2018-02-19T12:00:00.000000,37.4969,-100.8329,892.57,29.066668,24.661112,84.44278,160.55556,19.0,15.963333
GCK,2020-02-28T06:00:00.000000,37.9275,-100.7244,881.0,28.666666,25.716667,88.53833,186.66667,5.0,22.758333
19S,2019-03-02T18:00:00.000000,37.4969,-100.8329,892.57,23.85,20.98889,88.64889,80.55556,9.888889,12.862223
JHN,2019-06-29T12:00:00.000000,37.5782,-101.7304,1012.71,71.54444,52.533333,52.24,213.33333,7.388889,71.44833
EHA,2018-11-07T12:00:00.000000,37.0008,-101.88,1099.0,40.95,38.955555,92.58722,38.88889,2.6666667,39.040554
GCK,2019-04-10T12:00:00.000000,37.9275,-100.7244,881.0,52.166668,41.833332,68.325,215.0,8.166667,50.773335
LBL,2018-09-06T00:00:00.000000,37.0442,-100.9599,879.0,72.166664,63.333332,74.278336,16.666666,11.5,72.13333
HQG,2019-10-30T12:00:00.000000,37.1631,-101.3705,956.52,24.122223,21.433332,89.34389,22.777779,14.277778,10.912778
3K3,2018-04-18T00:00:00.000000,37.9917,-101.7463,1005.7,77.9,10.6,9.381667,277.22223,29.0,74.81167
EHA,2020-04-30T18:00:00.000000,37.0008,-101.88,1099.0,81.94444,41.455555,24.189444,205.55556,12.0,80.08945
3K3,2018-07-15T18:00:00.000000,37.9917,-101.7463,1005.7,85.6,61.9,45.896667,59.444443,4.888889,86.08833
HQG,2019-06-24T12:00:00.000000,37.1631,-101.3705,956.52,53.994446,50.211113,87.91167,260.0,6.7777777,53.97222
HQG,2020-10-04T18:00:00.000000,37.1631,-101.3705,956.52,71.772224,37.31111,29.068333,210.55556,14.277778,71.78333
3K3,2018-11-23T18:00:00.000000,37.9917,-101.7463,1005.7,60.636364,20.545454,21.23,300.9091,16.545454,60.636364
JHN,2019-07-04T00:00:00.000000,37.5782,-101.7304,1012.71,90.827774,64.52778,42.607224,113.333336,7.7777777,92.48889
19S,2020-06-07T12:00:00.000000,37.4969,-100.8329,892.57,73.95556,62.877777,68.715,171.11111,17.666666,73.96667
3K3,2018-12-06T00:00:00.000000,37.9917,-101.7463,1005.7,37.8,13.4,37.07111,117.22222,4.388889,33.912777
JHN,2018-01-19T06:00:00.000000,37.5782,-101.7304,1012.71,35.72778,2.7944446,24.98889,233.88889,9.611111,27.952778
JHN,2018-06-10T18:00:00.000000,37.5782,-101.7304,1012.71,93.01111,45.405556,21.839445,207.77777,14.444445,89.615
19S,2018-12-12T00:00:00.000000,37.4969,-100.8329,892.57,47.15,17.733334,32.542778,17.777779,12.722222,43.523888
3K3,2020-09-29T12:00:00.000000,37.9917,-101.7463,1005.7,33.3,24.7,70.77944,250.55556,4.5,28.69389
19S,2018-08-17T00:00:00.000000,37.4969,-100.8329,892.57,90.37222,62.02222,39.73722,156.11111,8.0,90.82111
3K3,2019-02-20T06:00:00.000000,37.9917,-101.7463,1005.7,21.2,20.3,96.315,133.33333,5.3333335,13.330556
19S,2019-03-29T00:00:00.000000,37.4969,-100.8329,892.57,50.95,47.788887,89.06555,27.222221,17.722221,48.035557
HQG,2020-09-19T00:00:00.000000,37.1631,-101.3705,956.52,74.36667,52.294445,47.941666,176.11111,9.666667,74.05556
LBL,2020-08-11T12:00:00.000000,37.0442,-100.9599,879.0,62.666668,60.0,90.973335,110.0,4.8333335,62.716667
EHA,2018-07-27T18:00:00.000000,37.0008,-101.88,1099.0,81.45,66.861115,62.234444,155.0,7.6666665,83.20333
GCK,2020-02-19T18:00:00.000000,37.9275,-100.7244,881.0,30.16154,26.569231,86.97385,144.61539,12.384615,19.510769
EHA,2019-11-25T06:00:00.000000,37.0008,-101.88,1099.0,43.905556,24.05,45.496666,263.8889,9.833333,37.975
19S,2019-12-06T06:00:00.000000,37.4969,-100.8329,892.57,41.488888,32.72778,71.119446,348.8889,15.5,32.97889
JHN,2020-04-21T18:00:00.000000,37.5782,-101.7304,1012.71,54.847057,52.782352,92.87294,211.76471,7.117647,54.847057
19S,2020-12-10T12:00:00.000000,37.4969,-100.8329,892.57,24.466667,20.133333,83.43445,289.44446,6.5555553,16.098888
3K3,2018-02-18T06:00:00.000000,37.9917,-101.7463,1005.7,40.0,11.5,30.862778,160.55556,11.888889,32.316113
3K3,2019-08-18T18:00:00.000000,37.9917,-101.7463,1005.7,80.3,61.4,53.304443,87.77778,3.8333333,80.67389
GCK,2019-06-08T18:00:00.000000,37.9275,-100.7244,881.0,80.333336,64.5,58.883335,178.33333,15.833333,81.57
3K3,2020-10-04T12:00:00.000000,37.9917,-101.7463,1005.7,36.7,28.9,73.539444,0.0,0.0,36.7
LBL,2020-04-17T06:00:00.000000,37.0442,-100.9599,879.0,33.333332,25.866667,73.72667,243.33333,22.5,20.411667
EHA,2020-02-26T00:00:00.000000,37.0008,-101.88,1099.0,29.688889,26.266666,86.97222,298.8889,23.38889,15.185555
19S,2020-06-07T06:00:00.000000,37.4969,-100.8329,892.57,78.77778,57.8,49.711113,160.0,18.61111,78.48222
HQG,2020-06-08T00:00:00.000000,37.1631,-101.3705,956.52,92.83889,55.877777,29.209444,174.44444,27.666666,91.21111
19S,2018-07-18T18:00:00.000000,37.4969,-100.8329,892.57,85.2,66.672226,54.706112,220.0,6.1666665,87.439445
3K3,2020-03-23T06:00:00.000000,37.9917,-101.7463,1005.7,35.7,32.8,89.815,103.333336,5.2777777,31.26111
EHA,2018-08-25T18:00:00.000000,37.0008,-101.88,1099.0,90.85,65.60555,45.35889,180.0,5.5,93.25222
EHA,2019-06-25T06:00:00.000000,37.0008,-101.88,1099.0,69.46111,57.72222,66.375,173.33333,13.055555,69.47222
GCK,2020-10-20T00:00:00.000000,37.9275,-100.7244,881.0,48.666668,35.166668,59.988335,108.0,6.1666665,46.803333
3K3,2018-05-11T18:00:00.000000,37.9917,-101.7463,1005.7,71.6,54.0,55.19611,191.66667,5.7777777,71.59611
HQG,2020-04-26T00:00:00.000000,37.1631,-101.3705,956.52,63.844444,33.788887,33.25,147.22223,8.222222,63.844444
JHN,2018-02-06T00:00:00.000000,37.5782,-101.7304,1012.71,40.983334,24.76111,54.86,23.88889,16.833334,34.165554
EHA,2018-11-14T06:00:00.000000,37.0008,-101.88,1099.0,32.63889,24.933332,73.045555,272.77777,7.5,25.286667
3K3,2018-02-16T12:00:00.000000,37.9917,-101.7463,1005.7,21.5,14.3,73.55389,235.0,5.7222223,15.064445
EHA,2018-10-12T06:00:00.000000,37.0008,-101.88,1099.0,50.955555,49.694443,95.460556,187.77777,11.5,50.496113
EHA,2018-02-22T06:00:00.000000,37.0008,-101.88,1099.0,25.55,14.4,62.213333,130.0,5.2777777,18.53111
3K3,2018-11-02T12:00:00.000000,37.9917,-101.7463,1005.7,34.5,32.1,91.003334,210.55556,2.8333333,31.666111
19S,2019-03-19T06:00:00.000000,37.4969,-100.8329,892.57,43.955555,30.383333,59.296112,164.44444,11.222222,37.543888
19S,2019-03-29T06:00:00.000000,37.4969,-100.8329,892.57,44.255554,44.055557,99.24555,35.555557,14.444445,36.917778
JHN,2020-09-15T06:00:00.000000,37.5782,-101.7304,1012.71,56.327778,54.55,93.922226,173.33333,5.7777777,56.327778
GCK,2020-01-09T06:00:00.000000,37.9275,-100.7244,881.0,42.833332,24.5,48.335,195.0,14.833333,35.168335
HQG,2018-07-04T12:00:00.000000,37.1631,-101.3705,956.52,73.727776,55.633335,53.364445,175.0,11.222222,73.71667
GCK,2019-06-28T18:00:00.000000,37.9275,-100.7244,881.0,90.0,58.166668,34.675,183.33333,15.166667,89.41
EHA,2019-06-12T18:00:00.000000,37.0008,-101.88,1099.0,73.227776,46.955555,39.584446,152.22223,11.0,72.40945
HQG,2018-05-24T00:00:00.000000,37.1631,-101.3705,956.52,81.083336,48.81111,32.773888,199.44444,17.333334,79.89
HQG,2020-06-05T06:00:00.000000,37.1631,-101.3705,956.52,73.316666,56.616665,56.048332,157.77777,13.111111,73.35222
19S,2020-06-24T00:00:00.000000,37.4969,-100.8329,892.57,82.5,56.572224,41.412224,96.111115,7.3333335,81.90056
GCK,2018-01-13T06:00:00.000000,37.9275,-100.7244,881.0,15.4,9.983334,78.765,78.333336,8.5,3.3933334
3K3,2019-06-01T12:00:00.000000,37.9917,-101.7463,1005.7,60.4,54.0,80.08945,30.555555,3.0555556,60.4
EHA,2019-12-09T18:00:00.000000,37.0008,-101.88,1099.0,39.55,26.4,61.302776,295.0,15.388889,30.491112
GCK,2018-04-16T00:00:00.000000,37.9275,-100.7244,881.0,55.833332,16.7,21.438334,241.66667,11.666667,54.90333
JHN,2019-03-20T18:00:00.000000,37.5782,-101.7304,1012.71,54.544445,11.777778,22.024445,302.77777,12.277778,53.34
19S,2018-11-09T12:00:00.000000,37.4969,-100.8329,892.57,23.083334,21.655556,94.162224,298.8889,4.9444447,15.961111
EHA,2018-05-20T18:00:00.000000,37.0008,-101.88,1099.0,63.594444,47.1,55.63889,196.11111,9.666667,63.45778
JHN,2019-02-19T00:00:00.000000,37.5782,-101.7304,1012.71,19.283333,12.394444,74.20556,90.0,6.1666665,10.211111
19S,2018-12-16T06:00:00.000000,37.4969,-100.8329,892.57,25.45,11.344444,55.52,222.22223,5.6666665,18.161112
3K3,2019-12-27T06:00:00.000000,37.9917,-101.7463,1005.7,25.6,23.1,90.15945,40.0,3.6111112,21.132223
HQG,2019-09-16T18:00:00.000000,37.1631,-101.3705,956.52,84.87778,54.77222,36.690556,209.44444,16.166666,83.490555
GCK,2018-07-30T06:00:00.000000,37.9275,-100.7244,881.0,65.5,61.75,88.02583,99.166664,16.75,65.541664
EHA,2019-02-10T00:00:00.000000,37.0008,-101.88,1099.0,45.655556,26.188889,47.797222,186.66667,23.88889,39.25722
3K3,2018-12-23T12:00:00.000000,37.9917,-101.7463,1005.7,15.0,12.8,90.899445,246.11111,3.2777777,8.83
LBL,2019-02-04T12:00:00.000000,37.0442,-100.9599,879.0,33.283333,26.85,77.43,275.0,6.0,27.41
JHN,2018-11-01T06:00:00.000000,37.5782,-101.7304,1012.71,37.58889,32.27222,81.01056,263.8889,6.3333335,32.023335
19S,2020-03-07T18:00:00.000000,37.4969,-100.8329,892.57,60.744446,31.25,33.61778,197.22223,22.11111,60.345
HQG,2020-06-13T06:00:00.000000,37.1631,-101.3705,956.52,68.58889,41.344444,38.105,200.55556,8.388889,68.43278
3K3,2018-12-29T00:00:00.000000,37.9917,-101.7463,1005.7,19.7,13.2,75.90056,56.11111,6.3333335,10.581111
HQG,2020-03-12T12:00:00.000000,37.1631,-101.3705,956.52,51.466667,34.83889,53.042778,293.33334,8.666667,50.782776
GCK,2018-02-27T06:00:00.000000,37.9275,-100.7244,881.0,42.166668,7.4,23.601667,186.66667,13.0,34.638332
HQG,2020-04-21T12:00:00.000000,37.1631,-101.3705,956.52,43.58889,41.133335,91.01611,198.33333,3.2777777,41.372223
LBL,2019-02-02T06:00:00.000000,37.0442,-100.9599,879.0,36.5625,36.2,98.63875,185.625,8.9375,29.30375
GCK,2020-09-27T12:00:00.000000,37.9275,-100.7244,881.0,59.0,42.285713,53.984287,31.428572,18.857143,59.028572
JHN,2020-03-16T12:00:00.000000,37.5782,-101.7304,1012.71,42.316666,42.316666,100.0,203.33333,5.0555553,38.796665
3K3,2018-12-14T18:00:00.000000,37.9917,-101.7463,1005.7,39.4,13.7,38.68833,296.66666,7.7222223,33.985554
LBL,2020-12-23T06:00:00.000000,37.0442,-100.9599,879.0,47.914288,24.585714,39.964287,255.71428,16.0,43.805714
LBL,2020-12-01T06:00:00.000000,37.0442,-100.9599,879.0,26.366667,20.283333,77.863335,241.66667,8.0,17.405
3K3,2019-11-07T18:00:00.000000,37.9917,-101.7463,1005.7,33.9,24.0,67.36056,73.333336,1.5555556,32.12611
19S,2018-04-21T06:00:00.000000,37.4969,-100.8329,892.57,43.5,42.383335,95.78778,101.666664,14.333333,36.02778
3K3,2020-03-25T06:00:00.000000,37.9917,-101.7463,1005.7,47.8,35.5,62.364445,136.66667,8.777778,44.476112
LBL,2019-03-09T06:00:00.000000,37.0442,-100.9599,879.0,53.533333,36.566666,52.611668,188.33333,19.0,51.478333
HQG,2019-07-20T00:00:00.000000,37.1631,-101.3705,956.52,97.48333,63.733334,33.338333,172.22223,15.0,99.808334
LBL,2018-08-25T18:00:00.000000,37.0442,-100.9599,879.0,87.0,67.333336,52.691666,197.5,4.0,90.043335
19S,2019-08-19T18:00:00.000000,37.4969,-100.8329,892.57,90.344444,65.10555,44.19278,174.44444,9.055555,92.65444
19S,2020-01-03T00:00:00.000000,37.4969,-100.8329,892.57,41.716667,31.827778,68.89389,277.22223,11.611111,35.09667
3K3,2018-02-28T12:00:00.000000,37.9917,-101.7463,1005.7,22.4,15.2,73.95111,293.8889,5.388889,15.356667
3K3,2018-06-17T00:00:00.000000,37.9917,-101.7463,1005.7,80.5,59.5,54.087223,180.55556,14.666667,79.80945
3K3,2019-05-19T06:00:00.000000,37.9917,-101.7463,1005.7,45.4,41.4,86.04389,215.0,5.0555553,42.911667
LBL,2019-04-18T18:00:00.000000,37.0442,-100.9599,879.0,62.666668,31.8,32.18667,338.33334,23.5,62.666668
GCK,2018-03-23T06:00:00.000000,37.9275,-100.7244,881.0,56.0,36.5,47.97333,125.0,11.333333,55.966667
LBL,2019-02-09T18:00:00.000000,37.0442,-100.9599,879.0,35.85,14.0,42.24,190.0,21.666666,24.111666
GCK,2018-12-30T06:00:00.000000,37.9275,-100.7244,881.0,13.516666,10.966666,89.38,206.66667,8.666667,0.82666665
JHN,2020-01-05T18:00:00.000000,37.5782,-101.7304,1012.71,45.283333,22.855556,41.99389,135.0,12.222222,39.066113
3K3,2019-06-23T06:00:00.000000,37.9917,-101.7463,1005.7,57.5,52.7,84.57,158.88889,16.38889,57.5
JHN,2019-05-09T00:00:00.000000,37.5782,-101.7304,1012.71,51.56111,43.922222,75.06834,350.55554,18.777779,49.20222
JHN,2019-03-16T00:00:00.000000,37.5782,-101.7304,1012.71,48.68889,11.366667,24.355556,180.55556,6.388889,46.738888
JHN,2019-08-12T18:00:00.000000,37.5782,-101.7304,1012.71,85.46667,66.01111,52.601112,207.77777,6.8333335,87.617775
19S,2020-08-06T06:00:00.000000,37.4969,-100.8329,892.57,69.56111,66.51111,90.31834,129.44444,8.444445,69.55556
19S,2020-04-04T18:00:00.000000,37.4969,-100.8329,892.57,43.41111,22.133333,44.56778,131.11111,6.5555553,40.441113
GCK,2020-01-25T18:00:00.000000,37.9275,-100.7244,881.0,36.15,29.466667,78.235,118.0,2.1666667,34.305
JHN,2018-10-23T00:00:00.000000,37.5782,-101.7304,1012.71,67.85555,37.694443,37.447224,51.666668,7.0555553,67.08444
19S,2020-04-03T06:00:00.000000,37.4969,-100.8329,892.57,28.0,21.438889,76.27055,301.1111,21.277779,13.45
JHN,2019-07-28T06:00:00.000000,37.5782,-101.7304,1012.71,70.95,57.833332,63.47389,165.55556,5.7222223,70.96111
19S,2020-12-30T06:00:00.000000,37.4969,-100.8329,892.57,29.766666,23.711111,77.92611,345.55554,15.388889,17.888334
19S,2019-12-26T18:00:00.000000,37.4969,-100.8329,892.57,35.183334,25.222221,67.882225,168.88889,7.2222223,28.730556
3K3,2020-07-25T00:00:00.000000,37.9917,-101.7463,1005.7,90.6,62.4,39.634445,165.0,18.277779,91.51889
3K3,2018-11-08T00:00:00.000000,37.9917,-101.7463,1005.7,36.9,28.4,71.17944,89.44444,9.333333,29.467777
HQG,2018-05-23T18:00:00.000000,37.1631,-101.3705,956.52,74.93889,59.05,59.185555,191.66667,13.666667,74.865
EHA,2019-02-26T06:00:00.000000,37.0008,-101.88,1099.0,17.472221,16.73889,96.882225,93.888885,10.5,4.4772224
EHA,2020-04-05T00:00:00.000000,37.0008,-101.88,1099.0,56.505554,33.05,41.422222,140.55556,13.666667,55.93667
3K3,2020-12-08T12:00:00.000000,37.9917,-101.7463,1005.7,21.8,7.7,54.628334,256.66666,5.3333335,14.149445
GCK,2019-11-20T06:00:00.000000,37.9275,-100.7244,881.0,48.166668,35.0,60.603333,150.0,10.0,43.283333
GCK,2020-02-02T18:00:00.000000,37.9275,-100.7244,881.0,61.833332,26.033333,27.655,248.33333,13.666667,60.43
EHA,2020-05-08T18:00:00.000000,37.0008,-101.88,1099.0,54.488888,32.88889,45.398888,86.666664,12.5,52.929443
HQG,2020-05-03T00:00:00.000000,37.1631,-101.3705,956.52,76.11667,51.622223,42.689445,65.0,13.388889,76.11667
JHN,2018-09-13T18:00:00.000000,37.5782,-101.7304,1012.71,87.02941,52.1,31.875294,178.82353,16.529411,85.04823
LBL,2019-06-08T18:00:00.000000,37.0442,-100.9599,879.0,81.11429,64.62857,57.69143,194.28572,15.142858,82.51428
LBL,2020-08-12T00:00:00.000000,37.0442,-100.9599,879.0,92.5,63.5,38.503334,151.66667,13.333333,94.145
JHN,2020-09-24T00:00:00.000000,37.5782,-101.7304,1012.71,79.064705,51.1,39.427647,120.588234,5.2941175,77.871765
3K3,2018-09-06T12:00:00.000000,37.9917,-101.7463,1005.7,61.7,60.9,97.257774,196.66667,5.611111,61.7
19S,2020-02-28T00:00:00.000000,37.4969,-100.8329,892.57,46.783333,26.127777,46.26611,290.0,16.11111,43.718334
JHN,2020-06-04T00:00:00.000000,37.5782,-101.7304,1012.71,91.655556,55.172222,29.591667,156.11111,8.777778,90.10111
19S,2018-11-07T00:00:00.000000,37.4969,-100.8329,892.57,50.155556,36.02778,60.224445,66.111115,8.388889,48.018333
19S,2019-04-27T12:00:00.000000,37.4969,-100.8329,892.57,56.22222,46.955555,71.744446,303.33334,13.222222,56.22222
HQG,2020-03-01T00:00:00.000000,37.1631,-101.3705,956.52,65.327774,15.15,15.531111,202.22223,13.5,65.04444
19S,2019-11-26T12:00:00.000000,37.4969,-100.8329,892.57,28.783333,25.033333,85.87666,80.55556,10.722222,18.719444
HQG,2019-10-18T00:00:00.000000,37.1631,-101.3705,956.52,77.361115,28.477777,17.471111,195.0,15.611111,76.003334
3K3,2018-07-15T06:00:00.000000,37.9917,-101.7463,1005.7,72.0,64.3,77.23055,82.22222,8.722222,72.21
LBL,2019-05-02T00:00:00.000000,37.0442,-100.9599,879.0,61.581818,52.50909,73.34454,72.72727,15.636364,61.581818
JHN,2019-10-24T12:00:00.000000,37.5782,-101.7304,1012.71,33.755554,27.555555,77.76611,281.66666,14.722222,23.257223
HQG,2018-02-10T06:00:00.000000,37.1631,-101.3705,956.52,18.544445,11.95,75.092224,25.0,14.166667,4.0277777
LBL,2020-04-28T18:00:00.000000,37.0442,-100.9599,879.0,77.0,46.166668,35.445,185.0,20.5,76.128334
19S,2018-01-19T18:00:00.000000,37.4969,-100.8329,892.57,49.077778,11.788889,24.537222,216.66667,7.9444447,46.480556
3K3,2018-08-19T18:00:00.000000,37.9917,-101.7463,1005.7,73.9,58.3,59.074444,343.33334,12.611111,73.9
LBL,2019-12-13T06:00:00.000000,37.0442,-100.9599,879.0,28.833334,22.116667,75.71667,116.666664,2.6666667,25.6
LBL,2019-05-18T00:00:00.000000,37.0442,-100.9599,879.0,81.666664,60.166668,49.175,180.0,19.666666,81.735
JHN,2018-04-14T06:00:00.000000,37.5782,-101.7304,1012.71,30.966667,21.233334,66.876114,327.77777,29.444445,15.418889
HQG,2019-01-25T00:00:00.000000,37.1631,-101.3705,956.52,26.666666,23.894444,89.13556,63.88889,7.888889,18.844444
EHA,2019-03-10T12:00:00.000000,37.0008,-101.88,1099.0,31.377777,28.983334,90.736664,68.888885,1.3333334,29.877777
HQG,2019-03-13T12:00:00.000000,37.1631,-101.3705,956.52,49.011112,46.016666,89.475,182.22223,16.944445,44.56
HQG,2020-07-08T00:00:00.000000,37.1631,-101.3705,956.52,91.316666,59.05,34.247776,171.11111,12.777778,90.763336
GCK,2018-03-05T00:00:00.000000,37.9275,-100.7244,881.0,72.833336,4.516667,7.155,193.33333,22.5,71.265
HQG,2020-01-04T12:00:00.000000,37.1631,-101.3705,956.52,22.38889,19.4,88.10222,262.22223,6.0,14.316112
19S,2020-07-21T12:00:00.000000,37.4969,-100.8329,892.57,66.21111,61.711113,85.689445,107.77778,6.8333335,66.21111
3K3,2020-11-19T06:00:00.000000,37.9917,-101.7463,1005.7,49.6,25.0,38.252224,182.77777,3.0555556,48.782776
3K3,2019-03-03T12:00:00.000000,37.9917,-101.7463,1005.7,7.1,2.3,80.30055,33.88889,13.833333,-10.747222
3K3,2018-01-05T00:00:00.000000,37.9917,-101.7463,1005.7,43.7,11.9,29.30889,80.0,6.5,40.682777
GCK,2018-08-07T06:00:00.000000,37.9275,-100.7244,881.0,73.44444,63.444443,72.12556,193.33333,12.555555,73.58222
GCK,2018-05-16T12:00:00.000000,37.9275,-100.7244,881.0,59.833332,54.666668,83.52167,83.333336,2.1666667,59.833332
GCK,2019-09-13T12:00:00.000000,37.9275,-100.7244,881.0,54.5,46.666668,75.31333,175.0,5.1666665,54.006668
HQG,2019-08-10T00:00:00.000000,37.1631,-101.3705,956.52,85.666664,69.95556,59.98,119.44444,6.5555553,89.75389
19S,2018-06-16T06:00:00.000000,37.4969,-100.8329,892.57,80.85,57.47222,45.163887,166.66667,16.055555,80.759445
19S,2018-12-18T06:00:00.000000,37.4969,-100.8329,892.57,39.455555,24.666666,55.46611,155.55556,10.222222,32.300556
19S,2020-09-17T06:00:00.000000,37.4969,-100.8329,892.57,61.333332,56.56111,84.635,40.555557,6.8333335,61.322224
EHA,2018-04-30T06:00:00.000000,37.0008,-101.88,1099.0,66.14445,46.322224,49.40333,182.22223,18.5,65.92722
LBL,2018-01-15T18:00:00.000000,37.0442,-100.9599,879.0,24.427273,13.290909,62.839092,58.18182,17.818182,9.875455
19S,2019-09-16T12:00:00.000000,37.4969,-100.8329,892.57,68.05,56.605556,66.986115,188.33333,9.055555,68.05556
EHA,2019-06-25T00:00:00.000000,37.0008,-101.88,1099.0,83.92778,53.41111,35.47889,201.11111,10.111111,82.50278
19S,2018-03-26T18:00:00.000000,37.4969,-100.8329,892.57,43.961113,40.761112,89.02055,294.44446,11.444445,37.47278
19S,2018-10-23T18:00:00.000000,37.4969,-100.8329,892.57,61.97222,49.77222,66.105,117.77778,9.944445,61.691113
JHN,2018-10-04T06:00:00.000000,37.5782,-101.7304,1012.71,66.52778,43.744446,44.26,42.77778,17.722221,66.53889
JHN,2019-02-26T18:00:00.000000,37.5782,-101.7304,1012.71,16.661112,10.2,75.49333,170.0,3.4444444,10.592778
