station,valid,lat,lon,elevation,tmpf,dwpf,relh,drct,sknt,feel
LBL,2018-12-02T06:00:00.000000,37.0442,-100.9599,879.0,34.483334,28.333334,78.54,315.0,10.833333,26.153334
19S,2019-12-13T12:00:00.000000,37.4969,-100.8329,892.57,26.2,20.127777,77.80111,244.44444,5.7222223,19.174444
GCK,2019-04-29T00:00:00.000000,37.9275,-100.7244,881.0,70.77778,55.77778,59.622223,160.0,17.333334,70.78889
19S,2018-02-23T18:00:00.000000,37.4969,-100.8329,892.57,28.783333,27.833334,96.23444,92.77778,7.9444447,20.282223
19S,2018-03-18T06:00:00.000000,37.4969,-100.8329,892.57,42.783333,26.583334,53.05611,143.88889,11.666667,35.858334
GCK,2018-09-13T00:00:00.000000,37.9275,-100.7244,881.0,81.5,59.0,47.018333,161.66667,18.0,81.44833
3K3,2018-05-31T18:00:00.000000,37.9917,-101.7463,1005.7,79.8,54.2,42.328888,170.55556,5.6666665,79.13944
HQG,2020-02-18T12:00:00.000000,37.1631,-101.3705,956.52,,,,,,
EHA,2018-10-11T00:00:00.000000,37.0008,-101.88,1099.0,47.68889,41.416668,79.24722,37.22222,5.0555553,45.200554
HQG,2018-11-09T06:00:00.000000,37.1631,-101.3705,956.52,32.41111,28.094444,84.12055,202.77777,7.2222223,25.61111
EHA,2019-02-10T06:00:00.000000,37.0008,-101.88,1099.0,36.316666,31.844444,84.02,200.55556,18.88889,25.304445
JHN,2020-08-12T12:00:00.000000,37.5782,-101.7304,1012.71,67.92778,67.666664,99.083336,70.55556,11.833333,67.933334
HQG,2020-03-23T18:00:00.000000,37.1631,-101.3705,956.52,52.66111,45.9,78.32333,102.77778,7.1666665,52.644444
LBL,2018-02-24T18:00:00.000000,37.0442,-100.9599,879.0,36.47778,31.088888,82.615555,256.66666,11.777778,28.597778
EHA,2020-11-13T12:00:00.000000,37.0008,-101.88,1099.0,28.872223,21.622223,74.068886,220.0,7.611111,20.645555
19S,2020-06-10T18:00:00.000000,37.4969,-100.8329,892.57,71.583336,41.194443,34.375,327.77777,12.388889,71.58889
3K3,2019-01-07T12:00:00.000000,37.9917,-101.7463,1005.7,30.8,26.0,82.34889,219.44444,5.4444447,25.487778
3K3,2020-04-27T12:00:00.000000,37.9917,-101.7463,1005.7,49.2,36.2,61.835,206.11111,6.3333335,47.61722
JHN,2020-03-02T00:00:00.000000,37.5782,-101.7304,1012.71,59.377777,31.166666,36.404446,57.22222,9.888889,58.035557
HQG,2018-03-11T18:00:00.000000,37.1631,-101.3705,956.52,45.783333,10.722222,24.80611,281.66666,19.833334,39.344444
LBL,2019-12-28T18:00:00.000000,37.0442,-100.9599,879.0,43.057144,41.17143,93.398575,260.0,5.357143,39.41714
3K3,2018-03-29T00:00:00.000000,37.9917,-101.7463,1005.7,57.2,29.4,37.085,162.22223,15.722222,55.522778
EHA,2018-05-02T06:00:00.000000,37.0008,-101.88,1099.0,67.922226,31.866667,26.321112,222.77777,12.444445,67.54222
LBL,2019-06-22T06:00:00.000000,37.0442,-100.9599,879.0,74.666664,65.833336,75.01667,38.333332,12.833333,75.23167
19S,2018-08-18T12:00:00.000000,37.4969,-100.8329,892.57,69.12222,63.333332,81.78111,131.11111,8.666667,69.138885
LBL,2018-02-26T18:00:00.000000,37.0442,-100.9599,879.0,52.666668,11.283334,21.035,191.66667,23.666666,49.31
JHN,2020-07-06T00:00:00.000000,37.5782,-101.7304,1012.71,74.4,65.994446,75.89,113.333336,6.3333335,74.73278
LBL,2018-08-26T06:00:00.000000,37.0442,-100.9599,879.0,74.57143,62.657143,67.25429,178.57143,19.285715,74.62857
LBL,2018-08-02T06:00:00.000000,37.0442,-100.9599,879.0,72.166664,61.166668,68.62666,133.33333,9.5,72.166664
GCK,2019-10-16T06:00:00.000000,37.9275,-100.7244,881.0,40.5,26.516666,57.791668,31.666666,6.3333335,36.02
LBL,2020-08-13T00:00:00.000000,37.0442,-100.9599,879.0,85.833336,71.666664,63.236668,51.666668,11.0,91.69666
HQG,2018-05-11T00:00:00.000000,37.1631,-101.3705,956.52,87.005554,50.211113,28.660555,168.33333,14.722222,84.78389
JHN,2020-09-20T00:00:00.000000,37.5782,-101.7304,1012.71,78.477776,48.833332,35.763332,166.66667,16.5,77.69111
19S,2018-03-04T12:00:00.000000,37.4969,-100.8329,892.57,50.094444,47.83889,91.94611,188.88889,14.777778,47.09889
19S,2018-03-29T00:00:00.000000,37.4969,-100.8329,892.57,60.711113,32.333332,34.725555,151.66667,7.2222223,60.705555
GCK,2019-05-06T06:00:00.000000,37.9275,-100.7244,881.0,56.0,50.0,80.541664,181.66667,7.1666665,56.0
LBL,2019-01-03T06:00:00.000000,37.0442,-100.9599,879.0,18.016666,13.45,82.013336,310.0,6.0,9.025
EHA,2018-08-21T18:00:00.000000,37.0008,-101.88,1099.0,78.916664,57.094444,47.31389,160.0,9.111111,79.09722
JHN,2019-02-17T18:00:00.000000,37.5782,-101.7304,1012.71,33.22778,19.86111,59.217777,75.0,3.8333333,29.122778
HQG,2019-07-09T12:00:00.000000,37.1631,-101.3705,956.52,67.29444,66.066666,95.93833,87.22222,3.8333333,67.28889
GCK,2020-12-10T18:00:00.000000,37.9275,-100.7244,881.0,43.0,18.033333,38.52667,178.33333,11.666667,38.303333
19S,2018-02-17T18:00:00.000000,37.4969,-100.8329,892.57,48.133335,16.23889,29.764444,258.8889,19.777779,44.512222
GCK,2018-09-03T18:00:00.000000,37.9275,-100.7244,881.0,69.6,66.8,90.694,148.0,15.0,69.66
HQG,2019-11-06T18:00:00.000000,37.1631,-101.3705,956.52,48.06111,36.344444,67.97,258.8889,4.4444447,46.40222
HQG,2019-06-18T06:00:00.000000,37.1631,-101.3705,956.52,64.30556,60.072224,86.75389,137.22223,8.166667,64.30556
19S,2019-02-25T12:00:00.000000,37.4969,-100.8329,892.57,26.961111,22.561111,83.275,147.22223,11.888889,15.673889
19S,2019-08-29T18:00:00.000000,37.4969,-100.8329,892.57,86.861115,68.83889,56.209446,192.22223,10.555555,90.56722
JHN,2019-02-28T12:00:00.000000,37.5782,-101.7304,1012.71,11.388889,5.9722223,78.29667,200.0,2.8888888,5.8394446
3K3,2020-05-18T06:00:00.000000,37.9917,-101.7463,1005.7,57.6,46.4,66.568886,82.77778,9.111111,57.6
EHA,2018-10-22T18:00:00.000000,37.0008,-101.88,1099.0,72.42778,39.95,32.316113,90.55556,8.833333,71.47722
JHN,2020-04-05T00:00:00.000000,37.5782,-101.7304,1012.71,53.594444,31.266666,42.739445,123.888885,13.444445,52.303333
JHN,2020-01-18T12:00:00.000000,37.5782,-101.7304,1012.71,26.233334,15.872222,64.865,310.55554,12.333333,15.035
HQG,2019-04-03T00:00:00.000000,37.1631,-101.3705,956.52,54.677776,36.15,49.93667,96.666664,9.277778,54.41722
JHN,2019-06-12T18:00:00.000000,37.5782,-101.7304,1012.71,72.65,38.444443,29.025,274.44446,14.055555,71.38
19S,2018-01-31T18:00:00.000000,37.4969,-100.8329,892.57,42.47778,27.177778,55.01389,58.333332,11.722222,35.510555
JHN,2020-11-28T06:00:00.000000,37.5782,-101.7304,1012.71,32.85,27.527779,80.59111,202.22223,9.055555,24.6
EHA,2020-07-02T06:00:00.000000,37.0008,-101.88,1099.0,76.45556,66.977776,73.05222,101.111115,8.833333,76.62722
19S,2019-02-12T00:00:00.000000,37.4969,-100.8329,892.57,41.66111,29.816668,63.941113,73.888885,15.111111,33.33
JHN,2018-02-24T12:00:00.000000,37.5782,-101.7304,1012.71,27.144444,26.422222,97.065,95.0,3.7777777,22.150555
3K3,2019-09-17T18:00:00.000000,37.9917,-101.7463,1005.7,86.7,51.2,31.177778,195.55556,15.833333,84.67889
JHN,2018-05-13T06:00:00.000000,37.5782,-101.7304,1012.71,59.238888,54.18889,83.84111,64.44444,12.666667,59.238888
JHN,2019-01-03T18:00:00.000000,37.5782,-101.7304,1012.71,29.438889,16.9,59.47889,305.55554,9.333333,20.14611
JHN,2019-03-25T12:00:00.000000,37.5782,-101.7304,1012.71,39.622223,37.322224,91.35833,228.33333,3.3888888,36.761112
GCK,2020-03-08T00:00:00.000000,37.9275,-100.7244,881.0,67.666664,31.816668,26.605,186.66667,19.166666,67.73333
3K3,2018-04-15T00:00:00.000000,37.9917,-101.7463,1005.7,41.4,7.5,25.083334,306.66666,20.944445,31.949444
EHA,2018-11-13T18:00:00.000000,37.0008,-101.88,1099.0,37.333332,21.805555,54.858334,321.66666,9.166667,30.233334
JHN,2020-05-20T18:00:00.000000,37.5782,-101.7304,1012.71,69.672226,59.783333,72.806114,140.55556,18.444445,69.666664
EHA,2019-11-11T00:00:00.000000,37.0008,-101.88,1099.0,59.52222,31.172222,35.503334,31.666666,8.111111,58.753334
3K3,2018-04-10T00:00:00.000000,37.9917,-101.7463,1005.7,53.2,31.8,44.707222,138.88889,6.6666665,52.146667
LBL,2020-02-20T00:00:00.000000,37.0442,-100.9599,879.0,33.6625,26.6125,76.085,87.5,11.25,24.53
EHA,2020-11-15T12:00:00.000000,37.0008,-101.88,1099.0,33.177776,10.066667,37.625,262.22223,7.388889,26.135
3K3,2020-10-01T00:00:00.000000,37.9917,-101.7463,1005.7,71.7,36.4,28.245,58.88889,8.555555,71.7
JHN,2019-10-08T18:00:00.000000,37.5782,-101.7304,1012.71,72.76667,47.52778,41.829445,187.22223,14.5,72.50278
19S,2018-10-16T06:00:00.000000,37.4969,-100.8329,892.57,33.394444,27.35,78.48389,236.11111,5.2777777,27.868889
LBL,2019-08-21T06:00:00.000000,37.0442,-100.9599,879.0,79.0,61.0,54.51,170.0,11.0,79.55
3K3,2020-06-14T18:00:00.000000,37.9917,-101.7463,1005.7,88.7,42.6,20.472778,200.55556,21.11111,85.51056
HQG,2019-04-15T18:00:00.000000,37.1631,-101.3705,956.52,72.14445,31.777779,24.758333,167.22223,6.2222223,70.98
LBL,2019-10-20T00:00:00.000000,37.0442,-100.9599,879.0,63.5,27.65,26.571667,145.0,6.0,63.533333
EHA,2020-12-03T18:00:00.000000,37.0008,-101.88,1099.0,31.794445,22.7,69.48278,330.55554,12.222222,21.73611
3K3,2018-10-05T12:00:00.000000,37.9917,-101.7463,1005.7,47.9,47.3,97.81111,126.666664,4.9444447,45.48389
LBL,2019-07-18T18:00:00.000000,37.0442,-100.9599,879.0,93.942856,63.942856,37.708572,202.85715,18.714285,95.92
HQG,2020-09-22T18:00:00.000000,37.1631,-101.3705,956.52,73.97222,53.794445,51.124443,169.44444,9.111111,73.77278
19S,2020-06-01T06:00:00.000000,37.4969,-100.8329,892.57,69.405556,50.31111,50.975555,172.22223,14.5,69.4
3K3,2019-08-07T18:00:00.000000,37.9917,-101.7463,1005.7,90.0,56.4,32.82722,75.0,4.6666665,88.76556
EHA,2018-02-11T18:00:00.000000,37.0008,-101.88,1099.0,34.85,15.333333,,278.8889,7.9444447,
JHN,2019-08-23T00:00:00.000000,37.5782,-101.7304,1012.71,84.01667,64.672226,52.783333,124.44444,12.777778,85.327774
HQG,2019-07-25T00:00:00.000000,37.1631,-101.3705,956.52,85.06111,57.894444,40.092777,175.0,9.666667,84.405556
19S,2018-06-04T18:00:00.000000,37.4969,-100.8329,892.57,80.45556,50.566666,35.715,177.22223,19.333334,79.47
GCK,2020-09-27T06:00:00.000000,37.9275,-100.7244,881.0,66.333336,47.0,49.961666,41.666668,11.333333,66.333336
GCK,2019-11-04T06:00:00.000000,37.9275,-100.7244,881.0,38.25,23.0,54.1175,218.75,6.125,33.20375
19S,2019-03-31T00:00:00.000000,37.4969,-100.8329,892.57,40.655556,29.933332,65.82056,165.0,14.0,32.706112
HQG,2018-07-21T12:00:00.000000,37.1631,-101.3705,956.52,73.4,62.444443,68.90667,84.44444,4.5555553,73.405556
19S,2018-11-22T12:00:00.000000,37.4969,-100.8329,892.57,31.844444,27.116667,82.581665,216.66667,6.8333335,24.910555
HQG,2018-11-30T00:00:00.000000,37.1631,-101.3705,956.52,48.038887,31.033333,52.753887,63.88889,5.7777777,45.841667
LBL,2018-11-08T12:00:00.000000,37.0442,-100.9599,879.0,34.763638,30.536364,84.946365,91.818184,8.090909,27.643637
EHA,2018-07-18T06:00:00.000000,37.0008,-101.88,1099.0,75.48889,68.094444,78.96611,35.555557,2.5555556,76.498886
EHA,2019-01-06T06:00:00.000000,37.0008,-101.88,1099.0,41.905556,35.6,78.22389,216.11111,10.888889,35.130554
3K3,2018-06-05T06:00:00.000000,37.9917,-101.7463,1005.7,63.95,54.5,72.40938,101.875,8.3125,63.95
LBL,2018-01-10T12:00:00.000000,37.0442,-100.9599,879.0,50.2,31.2,47.94,230.0,13.0,48.046
JHN,2019-12-21T00:00:00.000000,37.5782,-101.7304,1012.71,44.982353,18.5,35.025295,254.11765,4.7058825,43.924118
HQG,2018-10-07T06:00:00.000000,37.1631,-101.3705,956.52,46.36111,45.205555,96.04889,110.55556,7.0,42.273888
HQG,2020-02-24T06:00:00.000000,37.1631,-101.3705,956.52,36.4,35.444443,96.21889,347.22223,23.88889,24.04
JHN,2020-05-18T12:00:00.000000,37.5782,-101.7304,1012.71,51.52222,47.25,85.78167,79.44444,8.166667,50.566113
HQG,2020-08-05T00:00:00.000000,37.1631,-101.3705,956.52,85.183334,62.88889,47.405556,136.66667,15.722222,86.08611
LBL,2018-03-27T12:00:00.000000,37.0442,-100.9599,879.0,40.34,37.36,89.088,38.0,13.3,32.188
HQG,2018-11-24T00:00:00.000000,37.1631,-101.3705,956.52,53.45,15.505555,24.69111,286.66666,9.888889,51.292778
HQG,2019-08-16T18:00:00.000000,37.1631,-101.3705,956.52,83.95556,63.988888,53.057777,142.77777,5.8333335,84.64833
19S,2020-12-24T06:00:00.000000,37.4969,-100.8329,892.57,19.777779,10.294444,66.26556,290.0,9.722222,7.896111
JHN,2018-10-28T06:00:00.000000,37.5782,-101.7304,1012.71,56.555557,40.27222,54.785557,228.88889,11.222222,56.55
19S,2020-09-18T12:00:00.000000,37.4969,-100.8329,892.57,53.77222,53.164288,96.33714,170.55556,4.6666665,54.2
JHN,2020-09-21T00:00:00.000000,37.5782,-101.7304,1012.71,82.35555,55.705555,40.306667,165.0,14.611111,81.75889
LBL,2019-06-24T00:00:00.000000,37.0442,-100.9599,879.0,71.24,54.24,56.533,177.77777,6.8,71.26
LBL,2019-06-17T00:00:00.000000,37.0442,-100.9599,879.0,76.333336,57.666668,52.795,148.33333,6.6666665,76.38333
EHA,2020-06-05T00:00:00.000000,37.0008,-101.88,1099.0,95.1,55.533333,28.754444,114.44444,9.777778,93.68611
GCK,2019-02-01T06:00:00.000000,37.9275,-100.7244,881.0,30.8,20.566668,65.59167,150.0,4.0,26.195
LBL,2018-02-19T00:00:00.000000,37.0442,-100.9599,879.0,71.333336,29.95,22.203333,210.0,23.333334,69.95
JHN,2018-05-16T18:00:00.000000,37.5782,-101.7304,1012.71,75.02778,52.183334,45.154446,134.44444,6.8333335,75.01278
3K3,2020-06-15T18:00:00.000000,37.9917,-101.7463,1005.7,90.0,41.2,18.618889,191.11111,17.333334,86.53778
LBL,2020-08-17T00:00:00.000000,37.0442,-100.9599,879.0,82.333336,65.5,57.79,141.66667,11.0,83.76
EHA,2020-06-08T00:00:00.000000,37.0008,-101.88,1099.0,94.861115,57.366665,28.868334,169.44444,28.722221,93.86056
19S,2020-05-21T06:00:00.000000,37.4969,-100.8329,892.57,67.36667,58.627777,73.98778,147.77777,13.777778,67.36667
EHA,2018-11-18T06:00:00.000000,37.0008,-101.88,1099.0,26.75,26.73889,99.954445,76.111115,10.666667,16.069445
HQG,2019-09-12T00:00:00.000000,37.1631,-101.3705,956.52,87.2,63.4,45.476665,181.66667,19.666666,88.39555
GCK,2018-09-02T18:00:00.000000,37.9275,-100.7244,881.0,77.5,64.0,64.05666,146.66667,9.833333,78.15833
HQG,2019-02-03T00:00:00.000000,37.1631,-101.3705,956.52,59.427776,26.772223,30.623333,194.44444,8.833333,58.663887
3K3,2020-04-12T06:00:00.000000,37.9917,-101.7463,1005.7,56.0,15.5,20.191668,196.66667,7.2222223,56.0
JHN,2020-12-12T00:00:00.000000,37.5782,-101.7304,1012.71,30.827778,29.166666,93.69,318.8889,10.666667,21.278889
3K3,2019-11-15T12:00:00.000000,37.9917,-101.7463,1005.7,32.7,26.9,79.05945,171.66667,4.7777777,27.806667
LBL,2020-05-04T18:00:00.000000,37.0442,-100.9599,879.0,77.171425,60.228573,56.771427,332.85715,15.428572,77.13286
GCK,2018-05-30T00:00:00.000000,37.9275,-100.7244,881.0,76.5,65.333336,68.61,38.333332,6.6666665,76.86833
LBL,2020-12-30T18:00:00.000000,37.0442,-100.9599,879.0,34.0,18.166666,54.82,328.33334,8.166667,26.468334
GCK,2018-05-28T12:00:00.000000,37.9275,-100.7244,881.0,72.166664,64.333336,76.27333,150.0,14.333333,72.2
LBL,2019-08-05T00:00:00.000000,37.0442,-100.9599,879.0,90.5,58.0,33.9,111.666664,7.5,89.53833
EHA,2019-06-09T00:00:00.000000,37.0008,-101.88,1099.0,89.96111,62.18889,40.28,185.0,16.88889,90.73055
HQG,2018-09-16T00:00:00.000000,37.1631,-101.3705,956.52,81.30556,59.45,49.235,152.22223,12.722222,80.94833
19S,2018-12-04T06:00:00.000000,37.4969,-100.8329,892.57,22.083334,19.45,89.431114,108.333336,4.888889,14.945
JHN,2020-03-05T06:00:00.000000,37.5782,-101.7304,1012.71,40.983334,21.905556,46.44611,217.22223,9.333333,34.659443
19S,2020-09-06T06:00:00.000000,37.4969,-100.8329,892.57,72.70556,59.6,63.714443,182.22223,10.888889,72.70556
GCK,2018-02-13T18:00:00.000000,37.9275,-100.7244,881.0,46.0,18.833334,36.27667,205.0,17.333334,40.806667
19S,2019-03-02T12:00:00.000000,37.4969,-100.8329,892.57,23.438889,20.672222,88.99167,61.666668,8.333333,13.416667
3K3,2018-05-09T00:00:00.000000,37.9917,-101.7463,1005.7,82.4,40.6,23.198334,132.77777,12.388889,79.87666
3K3,2019-12-04T12:00:00.000000,37.9917,-101.7463,1005.7,22.5,19.6,88.49611,275.55554,3.6111112,16.947222
EHA,2018-05-13T12:00:00.000000,37.0008,-101.88,1099.0,60.144444,56.755554,89.16167,245.55556,6.9444447,60.155556
19S,2019-01-22T18:00:00.000000,37.4969,-100.8329,892.57,22.622223,17.63889,81.07611,311.66666,23.11111,5.705
19S,2020-12-28T06:00:00.000000,37.4969,-100.8329,892.57,37.9,30.677778,75.27055,145.55556,4.0,34.483334
3K3,2019-08-10T06:00:00.000000,37.9917,-101.7463,1005.7,75.0,68.7,80.94889,152.77777,7.111111,75.0
JHN,2020-01-18T18:00:00.000000,37.5782,-101.7304,1012.71,35.733334,16.0,45.26389,243.88889,6.9444447,29.445555
3K3,2019-02-27T12:00:00.000000,37.9917,-101.7463,1005.7,8.7,4.8,83.80945,28.88889,8.666667,-4.815
GCK,2018-10-09T00:00:00.000000,37.9275,-100.7244,881.0,48.81818,47.909092,96.68818,53.636364,11.272727,43.99818
GCK,2019-05-30T00:00:00.000000,37.9275,-100.7244,881.0,63.5,45.666668,52.65167,338.33334,11.833333,63.45
19S,2018-01-10T18:00:00.000000,37.4969,-100.8329,892.57,62.93889,32.805557,33.523888,208.88889,13.055555,62.281666
19S,2019-04-28T18:00:00.000000,37.4969,-100.8329,892.57,62.177776,45.577778,54.906666,169.44444,18.88889,61.782776
JHN,2020-11-09T18:00:00.000000,37.5782,-101.7304,1012.71,67.388885,45.18889,50.917778,206.11111,16.61111,67.38333
GCK,2019-05-17T00:00:00.000000,37.9275,-100.7244,881.0,83.833336,54.5,37.021667,188.33333,16.833334,82.723335
19S,2020-07-09T18:00:00.000000,37.4969,-100.8329,892.57,83.994446,66.13333,55.718887,110.55556,16.722221,85.71111
19S,2018-10-22T12:00:00.000000,37.4969,-100.8329,892.57,43.294445,39.31111,85.90722,265.0,7.5555553,38.296665
3K3,2019-07-16T18:00:00.000000,37.9917,-101.7463,1005.7,85.7,63.0,47.496113,192.22223,7.388889,86.566666
LBL,2020-06-20T06:00:00.000000,37.0442,-100.9599,879.0,64.76,61.58,89.663,113.0,7.5,64.74
GCK,2018-05-04T12:00:00.000000,37.9275,-100.7244,881.0,46.0,40.833332,82.395,320.0,10.166667,41.208332
JHN,2020-04-18T12:00:00.000000,37.5782,-101.7304,1012.71,42.672222,32.622223,67.85889,193.88889,13.666667,35.584446
HQG,2020-01-14T12:00:00.000000,37.1631,-101.3705,956.52,19.11111,13.644444,79.03445,289.44446,7.611111,8.632778
19S,2018-07-19T06:00:00.000000,37.4969,-100.8329,892.57,74.255554,69.077774,84.352776,152.22223,6.611111,75.670555
3K3,2018-08-23T18:00:00.000000,37.9917,-101.7463,1005.7,80.6,64.8,58.899445,267.77777,8.222222,82.19444
3K3,2020-04-11T18:00:00.000000,37.9917,-101.7463,1005.7,71.2,27.1,20.366667,268.8889,8.777778,71.2
19S,2018-08-02T18:00:00.000000,37.4969,-100.8329,892.57,82.666664,63.31111,52.69889,185.0,9.944445,83.53333
JHN,2018-03-08T06:00:00.000000,37.5782,-101.7304,1012.71,33.133335,4.177778,29.021667,44.444443,2.3888888,30.697779
LBL,2018-11-21T00:00:00.000000,37.0442,-100.9599,879.0,47.333332,24.366667,42.923332,191.66667,10.833333,44.081665
19S,2019-08-09T00:00:00.000000,37.4969,-100.8329,892.57,81.71667,66.888885,61.245556,100.55556,7.7777777,83.47444
19S,2019-06-30T12:00:00.000000,37.4969,-100.8329,892.57,67.54444,61.91111,82.761665,156.66667,7.611111,67.53333
3K3,2020-11-01T00:00:00.000000,37.9917,-101.7463,1005.7,56.3,29.1,38.16,50.555557,9.555555,55.003334
LBL,2020-12-21T06:00:00.000000,37.0442,-100.9599,879.0,33.833332,27.2,76.316666,275.0,8.0,26.455
19S,2019-02-26T12:00:00.000000,37.4969,-100.8329,892.57,8.133333,5.5333333,88.87222,225.0,12.666667,-8.697222
EHA,2018-01-13T06:00:00.000000,37.0008,-101.88,1099.0,21.427778,17.65,86.081665,94.44444,5.9444447,12.933888
EHA,2020-05-22T06:00:00.000000,37.0008,-101.88,1099.0,63.155556,53.677776,71.71445,71.666664,12.444445,63.15
LBL,2019-05-25T00:00:00.000000,37.0442,-100.9599,879.0,74.5,62.5,66.91167,168.33333,10.666667,74.46667
19S,2018-03-23T18:00:00.000000,37.4969,-100.8329,892.57,75.994446,37.43889,31.9,213.33333,12.444445,73.92555
HQG,2020-08-08T18:00:00.000000,37.1631,-101.3705,956.52,87.316666,63.25,45.735554,201.11111,8.777778,88.52278
19S,2020-06-09T06:00:00.000000,37.4969,-100.8329,892.57,78.416664,64.68889,63.282776,149.44444,18.0,78.975
EHA,2019-01-31T18:00:00.000000,37.0008,-101.88,1099.0,42.605556,27.366667,60.30389,191.66667,9.222222,38.648335
19S,2020-10-03T06:00:00.000000,37.4969,-100.8329,892.57,54.116665,39.366665,57.43111,238.33333,6.2777777,53.76611
HQG,2019-11-19T00:00:00.000000,37.1631,-101.3705,956.52,61.044445,34.016666,37.735,241.66667,6.9444447,60.75889
EHA,2018-03-23T12:00:00.000000,37.0008,-101.88,1099.0,63.622223,34.516666,33.734444,241.11111,12.388889,63.616665
3K3,2020-03-17T06:00:00.000000,37.9917,-101.7463,1005.7,39.1,37.5,94.03445,71.666664,8.611111,32.601665
GCK,2018-09-30T00:00:00.000000,37.9275,-100.7244,881.0,73.0,54.166668,52.49,175.0,14.0,73.0
LBL,2018-02-04T06:00:00.000000,37.0442,-100.9599,879.0,38.316666,26.016666,62.453335,258.33334,7.1666665,32.616665
LBL,2018-06-22T06:00:00.000000,37.0442,-100.9599,879.0,71.875,58.35,62.8325,75.0,8.5,71.8875
EHA,2018-04-22T18:00:00.000000,37.0008,-101.88,1099.0,51.633335,41.13889,67.74333,128.33333,7.9444447,50.784443
EHA,2018-12-20T12:00:00.000000,37.0008,-101.88,1099.0,35.66111,22.5,58.588333,325.0,14.055555,25.966667
19S,2019-10-03T00:00:00.000000,37.4969,-100.8329,892.57,57.016666,54.344444,90.81555,50.555557,10.111111,57.02778
LBL,2020-11-22T18:00:00.000000,37.0442,-100.9599,879.0,48.114285,34.314285,61.487144,218.57143,12.0,44.631428
GCK,2019-02-03T18:00:00.000000,37.9275,-100.7244,881.0,50.983334,31.983334,54.376667,191.66667,9.666667,48.351665
GCK,2019-09-25T18:00:00.000000,37.9275,-100.7244,881.0,73.125,62.75,71.72375,62.5,12.25,73.41
GCK,2020-05-28T12:00:00.000000,37.9275,-100.7244,881.0,56.0,48.0,75.455,290.0,9.833333,56.05
HQG,2018-01-18T06:00:00.000000,37.1631,-101.3705,956.52,22.183332,6.638889,51.020557,245.0,6.7777777,13.254444
GCK,2018-09-07T06:00:00.000000,37.9275,-100.7244,881.0,63.75,62.25,95.2375,46.25,5.0,63.725
HQG,2018-04-01T06:00:00.000000,37.1631,-101.3705,956.52,35.511112,19.516666,51.93722,68.333336,12.222222,26.529444
LBL,2019-01-20T00:00:00.000000,37.0442,-100.9599,879.0,30.557142,25.157143,80.73286,228.57143,5.285714,25.178572
JHN,2019-03-26T12:00:00.000000,37.5782,-101.7304,1012.71,45.08889,41.15,86.08945,196.11111,9.111111,39.84833
EHA,2018-03-11T18:00:00.000000,37.0008,-101.88,1099.0,46.144444,19.533333,35.560555,352.77777,18.555555,40.200554
19S,2019-12-20T12:00:00.000000,37.4969,-100.8329,892.57,19.627777,11.344444,69.962776,320.55554,7.0555553,9.955
